request to route: '/'; took 1ms to complete
request to route: '/pos_system/menu_actions/get_stuffed'; took 278ms to complete
request to route: '/pos_system/menu_actions/get_pizzas_by_dough_id/6238f808f2c723b3fd6daec3'; took 218ms to complete
request to route: '/pos_system/menu_actions/get_sizes'; took 203ms to complete
request to route: '/pos_system/menu_actions/get_toppings'; took 392ms to complete
request to route: '/pos_system/menu_actions/get_pizzas_by_dough_id/6238f808f2c723b3fd6daec3'; took 199ms to complete
request to route: '/pos_system/menu_actions/get_stuffed'; took 271ms to complete
request to route: '/pos_system/employee_actions/get_employee'; took 79ms to complete
request to route: '/pos_system/menu_actions/get_sizes'; took 146ms to complete
request to route: '/pos_system/menu_actions/get_toppings'; took 159ms to complete
request to route: '/pos_system/menu_actions/get_stuffed'; took 327ms to complete
request to route: '/pos_system/menu_actions/get_pizzas_by_dough_id/6238f808f2c723b3fd6daec3'; took 148ms to complete
request to route: '/pos_system/menu_actions/get_sizes'; took 76ms to complete
request to route: '/pos_system/menu_actions/get_toppings'; took 95ms to complete
request to route: '/pos_system/menu_actions/get_stuffed'; took 602ms to complete
request to route: '/pos_system/menu_actions/get_pizzas_by_dough_id/6238f808f2c723b3fd6daec3'; took 607ms to complete
request to route: '/pos_system/employee_action/employee_times'; took 6ms to complete
request to route: '/pos_system/employee_actions/employee_times'; took 85ms to complete
request to route: '/pos_system/employee_actions/employee_times'; took 69ms to complete
request to route: '/pos_system/employee_actions/employee_times'; took 79ms to complete
request to route: '/pos_system/employee_actions/employee_times'; took 92ms to complete
request to route: '/pos_system/employee_actions/employee_times'; took 90ms to complete
request to route: '/pos_system/employee_actions/employee_times'; took 102ms to complete
request to route: '/pos_system/employee_actions/employee_times'; took 91ms to complete
request to route: '/pos_system/employee_actions/employee_times'; took 98ms to complete
request to route: '/pos_system/employee_actions/employee_times'; took 97ms to complete
request to route: '/pos_system/employee_actions/employee_times'; took 90ms to complete
request to route: '/pos_system/employee_actions/employee_times'; took 86ms to complete
request to route: '/pos_system/menu_actions/get_sizes'; took 137ms to complete
request to route: '/pos_system/menu_actions/get_toppings'; took 135ms to complete
request to route: '/pos_system/menu_actions/get_stuffed'; took 279ms to complete
request to route: '/pos_system/menu_actions/get_pizzas_by_dough_id/6238f808f2c723b3fd6daec3'; took 157ms to complete
request to route: '/pos_system/menu_actions/get_toppings'; took 145ms to complete
request to route: '/pos_system/menu_actions/get_sizes'; took 383ms to complete
request to route: '/pos_system/menu_actions/get_stuffed'; took 217ms to complete
request to route: '/pos_system/menu_actions/get_pizzas_by_dough_id/6238f808f2c723b3fd6daec3'; took 166ms to complete
request to route: '/pos_system/employee_actions/get_employee'; took 84ms to complete
request to route: '/pos_system/menu/manager/time_view'; took 3ms to complete
request to route: '/pos_system/employee_actions/employee_times'; took 113ms to complete
request to route: '/pos_system/employee_actions/employee_times'; took 555ms to complete
request to route: '/pos_system/employee_actions/employee_times'; took 87ms to complete
request to route: '/pos_system/employee_actions/get_employee'; took 621ms to complete
request to route: '/pos_system/employee_action/employee_times'; took 13ms to complete
request to route: '/pos_system/employee_actions/employee_times'; took 82ms to complete
request to route: '/pos_system/menu_actions/get_sizes'; took 120ms to complete
request to route: '/pos_system/menu_actions/get_toppings'; took 123ms to complete
request to route: '/pos_system/menu_actions/get_pizzas_by_dough_id/6238f808f2c723b3fd6daec3'; took 399ms to complete
request to route: '/pos_system/menu_actions/get_stuffed'; took 617ms to complete
request to route: '/pos_system/employee_actions/get_employee'; took 125ms to complete
request to route: '/pos_system/employee_actions/employee_times'; took 87ms to complete
request to route: '/pos_system/employee_actions/get_employee'; took 75ms to complete
request to route: '/pos_system/employee_actions/employee_times'; took 76ms to complete
request to route: '/pos_system/employee_actions/get_employee'; took 100ms to complete
request to route: '/pos_system/employee_actions/employee_times'; took 97ms to complete
request to route: '/pos_system/employee_actions/get_employee'; took 144ms to complete
request to route: '/pos_system/employee_actions/employee_times'; took 96ms to complete
request to route: '/pos_system/employee_actions/employee_times'; took 96ms to complete
request to route: '/pos_system/employee_actions/employee_times'; took 451ms to complete
request to route: '/pos_system/menu_actions/get_sizes'; took 109ms to complete
request to route: '/pos_system/menu_actions/get_toppings'; took 81ms to complete
request to route: '/pos_system/menu_actions/get_pizzas_by_dough_id/6238f808f2c723b3fd6daec3'; took 166ms to complete
request to route: '/pos_system/menu_actions/get_stuffed'; took 221ms to complete
request to route: '/pos_system/employee_actions/get_employee'; took 77ms to complete
request to route: '/pos_system/employee_actions/employee_times'; took 82ms to complete
request to route: '/pos_system/menu_actions/get_sizes'; took 94ms to complete
request to route: '/pos_system/menu_actions/get_toppings'; took 86ms to complete
request to route: '/pos_system/menu_actions/get_pizzas_by_dough_id/6238f808f2c723b3fd6daec3'; took 189ms to complete
request to route: '/pos_system/menu_actions/get_stuffed'; took 217ms to complete
request to route: '/pos_system/employee_actions/get_employee'; took 79ms to complete
request to route: '/pos_system/employee_actions/employee_times'; took 85ms to complete
request to route: '/pos_system/employee_actions/employee_times'; took 151ms to complete
request to route: '/pos_system/employee_actions/employee_times'; took 99ms to complete
request to route: '/pos_system/menu_actions/get_sizes'; took 173ms to complete
request to route: '/pos_system/menu_actions/get_toppings'; took 181ms to complete
request to route: '/pos_system/menu_actions/get_stuffed'; took 225ms to complete
request to route: '/pos_system/menu_actions/get_pizzas_by_dough_id/6238f808f2c723b3fd6daec3'; took 195ms to complete
request to route: '/pos_system/menu_actions/get_sizes'; took 95ms to complete
request to route: '/pos_system/menu_actions/get_toppings'; took 82ms to complete
request to route: '/pos_system/menu_actions/get_pizzas_by_dough_id/6238f808f2c723b3fd6daec3'; took 181ms to complete
request to route: '/pos_system/menu_actions/get_stuffed'; took 239ms to complete
request to route: '/pos_system/menu_actions/get_sizes'; took 112ms to complete
request to route: '/pos_system/menu_actions/get_toppings'; took 101ms to complete
request to route: '/pos_system/menu_actions/get_stuffed'; took 229ms to complete
request to route: '/pos_system/menu_actions/get_pizzas_by_dough_id/6238f808f2c723b3fd6daec3'; took 164ms to complete
request to route: '/pos_system/menu_actions/get_sizes'; took 66ms to complete
request to route: '/pos_system/menu_actions/get_toppings'; took 96ms to complete
request to route: '/pos_system/menu_actions/get_pizzas_by_dough_id/6238f808f2c723b3fd6daec3'; took 157ms to complete
request to route: '/pos_system/menu_actions/get_stuffed'; took 259ms to complete
request to route: '/pos_system/menu_actions/get_sizes'; took 86ms to complete
request to route: '/pos_system/menu_actions/get_toppings'; took 103ms to complete
request to route: '/pos_system/menu_actions/get_stuffed'; took 201ms to complete
request to route: '/pos_system/menu_actions/get_pizzas_by_dough_id/6238f808f2c723b3fd6daec3'; took 160ms to complete
request to route: '/pos_system/menu_actions/get_toppings'; took 241ms to complete
request to route: '/pos_system/menu_actions/get_sizes'; took 371ms to complete
request to route: '/pos_system/menu_actions/get_stuffed'; took 206ms to complete
request to route: '/pos_system/menu_actions/get_pizzas_by_dough_id/6238f808f2c723b3fd6daec3'; took 136ms to complete
request to route: '/pos_system/menu_actions/get_sizes'; took 226ms to complete
request to route: '/pos_system/menu_actions/get_pizzas_by_dough_id/6238f808f2c723b3fd6daec3'; took 219ms to complete
request to route: '/pos_system/menu_actions/get_stuffed'; took 539ms to complete
request to route: '/pos_system/menu_actions/get_toppings'; took 702ms to complete
request to route: '/pos_system/menu_actions/get_sizes'; took 79ms to complete
request to route: '/pos_system/menu_actions/get_toppings'; took 79ms to complete
request to route: '/pos_system/menu_actions/get_stuffed'; took 224ms to complete
request to route: '/pos_system/menu_actions/get_pizzas_by_dough_id/6238f808f2c723b3fd6daec3'; took 143ms to complete
request to route: '/pos_system/menu_actions/get_sizes'; took 81ms to complete
request to route: '/pos_system/menu_actions/get_toppings'; took 70ms to complete
request to route: '/pos_system/menu_actions/get_pizzas_by_dough_id/6238f808f2c723b3fd6daec3'; took 292ms to complete
request to route: '/pos_system/menu_actions/get_stuffed'; took 843ms to complete
request to route: '/pos_system/menu_actions/get_sizes'; took 76ms to complete
request to route: '/pos_system/menu_actions/get_toppings'; took 97ms to complete
request to route: '/pos_system/menu_actions/get_pizzas_by_dough_id/6238f808f2c723b3fd6daec3'; took 157ms to complete
request to route: '/pos_system/menu_actions/get_stuffed'; took 213ms to complete
request to route: '/pos_system/employee_actions/get_employee'; took 506ms to complete
request to route: '/pos_system/menu_actions/get_pizza_by_id/62451ca21ca68ffa977fa144/6238f808f2c723b3fd6daec3'; took 583ms to complete
request to route: '/pos_system/employee_actions/employee_times'; took 81ms to complete
request to route: '/pos_system/menu_actions/get_sizes'; took 148ms to complete
request to route: '/pos_system/menu_actions/get_toppings'; took 160ms to complete
request to route: '/pos_system/menu_actions/get_stuffed'; took 237ms to complete
request to route: '/pos_system/menu_actions/get_pizzas_by_dough_id/6238f808f2c723b3fd6daec3'; took 156ms to complete
request to route: '/pos_system/employee_actions/edit_time/clocK_in'; took 34ms to complete
request to route: '/pos_system/menu/manager/edit_time'; took 11ms to complete
request to route: '/pos_system/menu_actions/get_toppings'; took 213ms to complete
request to route: '/pos_system/menu_actions/get_stuffed'; took 300ms to complete
request to route: '/pos_system/menu_actions/get_sizes'; took 426ms to complete
request to route: '/pos_system/menu_actions/get_pizzas_by_dough_id/6238f808f2c723b3fd6daec3'; took 145ms to complete
request to route: '/pos_system/employee_actions/get_employee'; took 90ms to complete
request to route: '/pos_system/employee_actions/get_employee'; took 98ms to complete
request to route: '/pos_system/employee_actions/employee_times'; took 140ms to complete
request to route: '/pos_system/employee_actions/edit_time/clocK_in'; took 9ms to complete
request to route: '/pos_system/employee_actions/edit_time/clocK_in'; took 9ms to complete
request to route: '/pos_system/employee_actions/edit_time/clocK_in'; took 14ms to complete
request to route: '/pos_system/employee_actions/edit_time/clocK_in'; took 13ms to complete
request to route: '/pos_system/employee_actions/edit_time/clocK_in'; took 38ms to complete
request to route: '/pos_system/employee_actions/edit_time/clocK_in'; took 8ms to complete
request to route: '/pos_system/employee_actions/edit_time/clocK_in'; took 8ms to complete
request to route: '/pos_system/employee_actions/edit_time/clocK_in'; took 7ms to complete
request to route: '/pos_system/employee_actions/edit_time/clocK_in'; took 10ms to complete
request to route: '/pos_system/employee_actions/edit_time/clocK_in'; took 12ms to complete
request to route: '/pos_system/employee_actions/edit_time/clocK_in'; took 152ms to complete
request to route: '/pos_system/employee_actions/edit_time/clock_in'; took 132ms to complete
request to route: '/pos_system/employee_actions/edit_time/clock_in'; took 121ms to complete
request to route: '/pos_system/employee_actions/get_employee'; took 262ms to complete
request to route: '/pos_system/menu_actions/get_toppings'; took 82ms to complete
request to route: '/pos_system/menu_actions/get_sizes'; took 86ms to complete
request to route: '/pos_system/menu_actions/get_stuffed'; took 280ms to complete
request to route: '/pos_system/menu_actions/get_pizzas_by_dough_id/6238f808f2c723b3fd6daec3'; took 161ms to complete
request to route: '/pos_system/employee_actions/get_employee'; took 92ms to complete
request to route: '/pos_system/employee_actions/get_employee'; took 74ms to complete
request to route: '/pos_system/employee_actions/employee_times'; took 188ms to complete
request to route: '/pos_system/employee_actions/edit_time/clock_in'; took 151ms to complete
request to route: '/pos_system/employee_actions/employee_times'; took 76ms to complete
request to route: '/pos_system/menu_actions/get_sizes'; took 577ms to complete
request to route: '/pos_system/menu_actions/get_toppings'; took 928ms to complete
request to route: '/pos_system/menu_actions/get_pizzas_by_dough_id/6238f808f2c723b3fd6daec3'; took 776ms to complete
request to route: '/pos_system/menu_actions/get_stuffed'; took 1370ms to complete
request to route: '/pos_system/menu_actions/get_toppings'; took 236ms to complete
request to route: '/pos_system/menu_actions/get_stuffed'; took 419ms to complete
request to route: '/pos_system/menu_actions/get_sizes'; took 442ms to complete
request to route: '/pos_system/menu_actions/get_pizzas_by_dough_id/6238f808f2c723b3fd6daec3'; took 153ms to complete
request to route: '/pos_system/employee_actions/get_employee'; took 78ms to complete
request to route: '/pos_system/employee_actions/employee_times'; took 85ms to complete
request to route: '/pos_system/menu_actions/get_sizes'; took 93ms to complete
request to route: '/pos_system/menu_actions/get_toppings'; took 105ms to complete
request to route: '/pos_system/employee_actions/check_clocked_in'; took 1ms to complete
request to route: '/pos_system/menu_actions/get_stuffed'; took 569ms to complete
request to route: '/pos_system/menu_actions/get_pizzas_by_dough_id/6238f808f2c723b3fd6daec3'; took 155ms to complete
request to route: '/pos_system/employee_actions/get_employee'; took 90ms to complete
request to route: '/pos_system/employee_actions/get_employee'; took 76ms to complete
request to route: '/pos_system/menu_actions/get_toppings'; took 100ms to complete
request to route: '/pos_system/menu_actions/get_sizes'; took 110ms to complete
request to route: '/pos_system/menu_actions/get_pizzas_by_dough_id/6238f808f2c723b3fd6daec3'; took 172ms to complete
request to route: '/pos_system/menu_actions/get_stuffed'; took 254ms to complete
request to route: '/pos_system/employee_actions/get_employee'; took 66ms to complete
request to route: '/pos_system/menu_actions/get_toppings'; took 95ms to complete
request to route: '/pos_system/menu_actions/get_sizes'; took 101ms to complete
request to route: '/pos_system/menu_actions/get_pizzas_by_dough_id/6238f808f2c723b3fd6daec3'; took 162ms to complete
request to route: '/pos_system/menu_actions/get_stuffed'; took 229ms to complete
request to route: '/pos_system/employee_actions/get_employee'; took 71ms to complete
request to route: '/pos_system/employee_actions/get_employee'; took 85ms to complete
request to route: '/pos_system/menu_actions/get_sizes'; took 128ms to complete
request to route: '/pos_system/menu_actions/get_toppings'; took 137ms to complete
request to route: '/pos_system/menu_actions/get_stuffed'; took 306ms to complete
request to route: '/pos_system/menu_actions/get_pizzas_by_dough_id/6238f808f2c723b3fd6daec3'; took 210ms to complete
request to route: '/pos_system/employee_actions/get_employee'; took 71ms to complete
request to route: '/pos_system/employee_actions/employee_times'; took 81ms to complete
request to route: '/pos_system/employee_actions/employee_times'; took 80ms to complete
request to route: '/pos_system/employee_actions/employee_times'; took 74ms to complete
request to route: '/pos_system/menu_actions/get_sizes'; took 168ms to complete
request to route: '/pos_system/menu_actions/get_toppings'; took 175ms to complete
request to route: '/pos_system/menu_actions/get_stuffed'; took 353ms to complete
request to route: '/pos_system/menu_actions/get_pizzas_by_dough_id/6238f808f2c723b3fd6daec3'; took 211ms to complete
request to route: '/pos_system/employee_actions/get_employee'; took 237ms to complete
request to route: '/pos_system/employee_actions/employee_times'; took 94ms to complete
request to route: '/pos_system/employee_actions/employee_times'; took 88ms to complete
request to route: '/pos_system/menu_actions/get_sizes'; took 119ms to complete
request to route: '/pos_system/menu_actions/get_toppings'; took 140ms to complete
request to route: '/pos_system/menu_actions/get_stuffed'; took 238ms to complete
request to route: '/pos_system/menu_actions/get_pizzas_by_dough_id/6238f808f2c723b3fd6daec3'; took 195ms to complete
request to route: '/pos_system/employee_actions/get_employee'; took 79ms to complete
request to route: '/pos_system/employee_actions/employee_times'; took 71ms to complete
request to route: '/pos_system/menu_actions/get_sizes'; took 79ms to complete
request to route: '/pos_system/menu_actions/get_toppings'; took 88ms to complete
request to route: '/pos_system/menu_actions/get_stuffed'; took 200ms to complete
request to route: '/pos_system/menu_actions/get_pizzas_by_dough_id/6238f808f2c723b3fd6daec3'; took 151ms to complete
request to route: '/pos_system/employee_actions/get_employee'; took 67ms to complete
request to route: '/pos_system/employee_actions/employee_times'; took 77ms to complete
request to route: '/pos_system/menu_actions/get_pizzas_by_dough_id/624241930f78dd7a2ecc899d'; took 779ms to complete
request to route: '/pos_system/employee_actions/employee_times'; took 80ms to complete
request to route: '/pos_system/employee_actions/employee_times'; took 75ms to complete
request to route: '/pos_system/menu_actions/get_sizes'; took 114ms to complete
request to route: '/pos_system/menu_actions/get_toppings'; took 113ms to complete
request to route: '/pos_system/menu_actions/get_stuffed'; took 234ms to complete
request to route: '/pos_system/menu_actions/get_pizzas_by_dough_id/6238f808f2c723b3fd6daec3'; took 150ms to complete
request to route: '/pos_system/employee_actions/get_employee'; took 77ms to complete
request to route: '/pos_system/employee_actions/employee_times'; took 77ms to complete
request to route: '/pos_system/menu_actions/get_toppings'; took 269ms to complete
request to route: '/pos_system/menu_actions/get_sizes'; took 408ms to complete
request to route: '/pos_system/menu_actions/get_stuffed'; took 255ms to complete
request to route: '/pos_system/menu_actions/get_pizzas_by_dough_id/6238f808f2c723b3fd6daec3'; took 172ms to complete
request to route: '/pos_system/menu_actions/get_toppings'; took 82ms to complete
request to route: '/pos_system/menu_actions/get_sizes'; took 86ms to complete
request to route: '/pos_system/menu_actions/get_stuffed'; took 207ms to complete
request to route: '/pos_system/menu_actions/get_pizzas_by_dough_id/6238f808f2c723b3fd6daec3'; took 172ms to complete
request to route: '/pos_system/employee_actions/get_employee'; took 93ms to complete
request to route: '/pos_system/employee_actions/employee_times'; took 71ms to complete
request to route: '/pos_system/menu_actions/get_sizes'; took 104ms to complete
request to route: '/pos_system/menu_actions/get_toppings'; took 117ms to complete
request to route: '/pos_system/menu_actions/get_stuffed'; took 200ms to complete
request to route: '/pos_system/menu_actions/get_pizzas_by_dough_id/6238f808f2c723b3fd6daec3'; took 139ms to complete
request to route: '/pos_system/employee_actions/get_employee'; took 90ms to complete
request to route: '/pos_system/employee_actions/employee_times'; took 105ms to complete
request to route: '/pos_system/employee_actions/employee_times'; took 68ms to complete
request to route: '/pos_system/employee_actions/employee_times'; took 71ms to complete
request to route: '/pos_system/menu_actions/get_sizes'; took 75ms to complete
request to route: '/pos_system/menu_actions/get_toppings'; took 81ms to complete
request to route: '/pos_system/menu_actions/get_pizzas_by_dough_id/6238f808f2c723b3fd6daec3'; took 151ms to complete
request to route: '/pos_system/menu_actions/get_stuffed'; took 224ms to complete
request to route: '/pos_system/employee_actions/get_employee'; took 101ms to complete
request to route: '/pos_system/employee_actions/employee_times'; took 87ms to complete
request to route: '/pos_system/employee_actions/employee_times'; took 87ms to complete
request to route: '/pos_system/employee_actions/employee_times'; took 74ms to complete
request to route: '/pos_system/employee_actions/employee_times'; took 95ms to complete
request to route: '/pos_system/employee_actions/employee_times'; took 69ms to complete
request to route: '/pos_system/employee_actions/employee_times'; took 70ms to complete
request to route: '/pos_system/employee_actions/employee_times'; took 79ms to complete
request to route: '/pos_system/employee_actions/employee_times'; took 74ms to complete
request to route: '/pos_system/employee_actions/employee_times'; took 92ms to complete
request to route: '/pos_system/employee_actions/edit_time/break_out'; took 130ms to complete
request to route: '/pos_system/employee_actions/employee_times'; took 82ms to complete
request to route: '/pos_system/employee_actions/edit_time/break_in'; took 86ms to complete
request to route: '/pos_system/employee_actions/employee_times'; took 75ms to complete
request to route: '/pos_system/employee_actions/employee_times'; took 69ms to complete
request to route: '/pos_system/employee_actions/employee_times'; took 97ms to complete
request to route: '/pos_system/employee_actions/employee_times'; took 69ms to complete
request to route: '/pos_system/employee_actions/employee_times'; took 86ms to complete
request to route: '/pos_system/employee_actions/employee_times'; took 70ms to complete
request to route: '/pos_system/employee_actions/employee_times'; took 280ms to complete
request to route: '/pos_system/menu_actions/get_sizes'; took 183ms to complete
request to route: '/pos_system/menu_actions/get_toppings'; took 182ms to complete
request to route: '/pos_system/menu_actions/get_stuffed'; took 297ms to complete
request to route: '/pos_system/menu_actions/get_pizzas_by_dough_id/6238f808f2c723b3fd6daec3'; took 173ms to complete
request to route: '/pos_system/menu_actions/get_sizes'; took 67ms to complete
request to route: '/pos_system/menu_actions/get_toppings'; took 87ms to complete
request to route: '/pos_system/menu_actions/get_stuffed'; took 266ms to complete
request to route: '/pos_system/menu_actions/get_pizzas_by_dough_id/6238f808f2c723b3fd6daec3'; took 186ms to complete
request to route: '/pos_system/employee_actions/get_employee'; took 157ms to complete
request to route: '/pos_system/employee_actions/get_employee'; took 92ms to complete
request to route: '/pos_system/employee_actions/employee_times'; took 89ms to complete
request to route: '/pos_system/employee_actions/employee_times'; took 78ms to complete
request to route: '/pos_system/employee_actions/employee_times'; took 85ms to complete
request to route: '/pos_system/employee_actions/employee_times'; took 84ms to complete
request to route: '/pos_system/employee_actions/employee_times'; took 76ms to complete
request to route: '/pos_system/employee_actions/employee_times'; took 172ms to complete
request to route: '/pos_system/employee_actions/employee_times'; took 77ms to complete
request to route: '/pos_system/menu_actions/get_sizes'; took 91ms to complete
request to route: '/pos_system/menu_actions/get_toppings'; took 93ms to complete
request to route: '/pos_system/menu_actions/get_pizzas_by_dough_id/6238f808f2c723b3fd6daec3'; took 189ms to complete
request to route: '/pos_system/menu_actions/get_stuffed'; took 220ms to complete
request to route: '/pos_system/employee_actions/get_employee'; took 89ms to complete
request to route: '/pos_system/employee_actions/employee_times'; took 72ms to complete
request to route: '/pos_system/employee_actions/employee_times'; took 74ms to complete
request to route: '/pos_system/menu_actions/get_toppings'; took 163ms to complete
request to route: '/pos_system/menu_actions/get_sizes'; took 179ms to complete
request to route: '/pos_system/menu_actions/get_pizzas_by_dough_id/6238f808f2c723b3fd6daec3'; took 225ms to complete
request to route: '/pos_system/menu_actions/get_stuffed'; took 373ms to complete
request to route: '/pos_system/employee_actions/get_employee'; took 83ms to complete
request to route: '/pos_system/employee_actions/employee_times'; took 132ms to complete
request to route: '/pos_system/employee_actions/employee_times'; took 115ms to complete
request to route: '/pos_system/employee_actions/employee_times'; took 91ms to complete
request to route: '/pos_system/employee_actions/employee_times'; took 102ms to complete
request to route: '/'; took 18ms to complete
request to route: '/favicon.ico'; took 1ms to complete
request to route: '/pos_system'; took 2ms to complete
request to route: '/pos_system/employee_actions/check_clocked_in'; took 9ms to complete
request to route: '/pos_system/menu_actions/get_toppings'; took 103ms to complete
request to route: '/pos_system/menu_actions/get_sizes'; took 112ms to complete
request to route: '/pos_system/menu_actions/get_stuffed'; took 252ms to complete
request to route: '/pos_system/menu_actions/get_pizzas_by_dough_id/6238f808f2c723b3fd6daec3'; took 173ms to complete
request to route: '/pos_system/employee_actions/get_employee'; took 80ms to complete
request to route: '/pos_system/menu_actions/get_pizza_by_id/6244bdc71ca68ffa977f9f5f/6238f808f2c723b3fd6daec3'; took 148ms to complete
request to route: '/pos_system/menu_actions/get_pizza_by_id/6244c1e41ca68ffa977f9fae/6238f808f2c723b3fd6daec3'; took 203ms to complete
request to route: '/pos_system/menu_actions/get_pizza_by_id/6244c7aa1ca68ffa977fa01c/6238f808f2c723b3fd6daec3'; took 140ms to complete
request to route: '/pos_system/menu_actions/get_pizza_by_id/6244c4811ca68ffa977f9fef/6238f808f2c723b3fd6daec3'; took 618ms to complete
request to route: '/pos_system/menu_actions/get_pizzas_by_dough_id/6238f822f2c723b3fd6daec6'; took 210ms to complete
request to route: '/pos_system/employee_actions/check_clocked_in'; took 7ms to complete
request to route: '/pos_system/menu_actions/get_sizes'; took 111ms to complete
request to route: '/pos_system/menu_actions/get_toppings'; took 119ms to complete
request to route: '/pos_system/menu_actions/get_pizzas_by_dough_id/6238f808f2c723b3fd6daec3'; took 219ms to complete
request to route: '/pos_system/menu_actions/get_stuffed'; took 307ms to complete
request to route: '/pos_system/employee_actions/get_employee'; took 68ms to complete
request to route: '/management_system/pizza/get_all/Signature'; took 653ms to complete
request to route: '/pos_system/employee_actions/get_employee'; took 98ms to complete
request to route: '/pos_system/menu_actions/get_sizes'; took 87ms to complete
request to route: '/pos_system/menu_actions/get_stuffed'; took 229ms to complete
request to route: '/pos_system/menu_actions/get_pizzas_by_dough_id/6238f808f2c723b3fd6daec3'; took 161ms to complete
request to route: '/pos_system/menu_actions/get_pizzas_by_dough_id/624241930f78dd7a2ecc899d'; took 160ms to complete
request to route: '/pos_system/menu_actions/get_pizza_by_id/6244bdc71ca68ffa977f9f5f/624241930f78dd7a2ecc899d'; took 161ms to complete
request to route: '/pos_system/menu_actions/get_pizzas_by_dough_id/6238f833f2c723b3fd6daeca'; took 208ms to complete
request to route: '/pos_system/menu_actions/get_pizza_by_id/6244c7aa1ca68ffa977fa01c/6238f833f2c723b3fd6daeca'; took 158ms to complete
request to route: '/pos_system/menu_actions/get_pizzas_by_dough_id/624241930f78dd7a2ecc899d'; took 696ms to complete
request to route: '/pos_system/menu_actions/get_pizza_by_id/6244bdc71ca68ffa977f9f5f/624241930f78dd7a2ecc899d'; took 346ms to complete
request to route: '/pos_system/menu_actions/get_pizzas_by_dough_id/624241930f78dd7a2ecc899d'; took 194ms to complete
request to route: '/pos_system/menu_actions/get_pizza_by_id/6244bdc71ca68ffa977f9f5f/624241930f78dd7a2ecc899d'; took 152ms to complete
request to route: '/pos_system/menu_actions/get_pizzas_by_dough_id/624241930f78dd7a2ecc899d'; took 606ms to complete
request to route: '/pos_system/menu_actions/get_pizza_by_id/6244be7c1ca68ffa977f9f6e/624241930f78dd7a2ecc899d'; took 272ms to complete
request to route: '/pos_system/menu_actions/get_pizzas_by_dough_id/624241930f78dd7a2ecc899d'; took 276ms to complete
request to route: '/pos_system/menu_actions/get_pizza_by_id/6244c1e41ca68ffa977f9fae/624241930f78dd7a2ecc899d'; took 246ms to complete
request to route: '/pos_system/menu_actions/get_sizes'; took 141ms to complete
request to route: '/pos_system/menu_actions/get_stuffed'; took 274ms to complete
request to route: '/pos_system/menu_actions/get_pizzas_by_dough_id/6238f808f2c723b3fd6daec3'; took 210ms to complete
request to route: '/pos_system/employee_actions/get_employee'; took 86ms to complete
request to route: '/pos_system/menu_actions/get_pizzas_by_dough_id/624241930f78dd7a2ecc899d'; took 189ms to complete
request to route: '/pos_system/menu_actions/get_pizza_by_id/6244bdc71ca68ffa977f9f5f/624241930f78dd7a2ecc899d'; took 177ms to complete
request to route: '/pos_system/menu_actions/get_pizzas_by_dough_id/624241930f78dd7a2ecc899d'; took 331ms to complete
request to route: '/pos_system/menu_actions/get_pizza_by_id/624242cc0f78dd7a2ecc89b1/624241930f78dd7a2ecc899d'; took 164ms to complete
request to route: '/pos_system/employee_actions/get_employee'; took 125ms to complete
request to route: '/pos_system/menu_actions/get_pizza_by_id/6244bdc71ca68ffa977f9f5f/624241930f78dd7a2ecc899d'; took 511ms to complete
request to route: '/pos_system/menu_actions/get_pizzas_by_dough_id/624241930f78dd7a2ecc899d'; took 167ms to complete
request to route: '/pos_system/menu_actions/get_pizza_by_id/62424780cb76fe1c20588063/624241930f78dd7a2ecc899d'; took 147ms to complete
request to route: '/pos_system/menu_actions/get_pizzas_by_dough_id/624241930f78dd7a2ecc899d'; took 196ms to complete
request to route: '/pos_system/menu_actions/get_pizza_by_id/62424780cb76fe1c20588063/624241930f78dd7a2ecc899d'; took 146ms to complete
request to route: '/pos_system/menu_actions/get_pizzas_by_dough_id/624241930f78dd7a2ecc899d'; took 199ms to complete
request to route: '/pos_system/menu_actions/get_pizza_by_id/62424780cb76fe1c20588063/624241930f78dd7a2ecc899d'; took 184ms to complete
request to route: '/pos_system/menu_actions/get_pizzas_by_dough_id/624241930f78dd7a2ecc899d'; took 225ms to complete
request to route: '/pos_system/menu_actions/get_pizza_by_id/62424780cb76fe1c20588063/624241930f78dd7a2ecc899d'; took 143ms to complete
request to route: '/pos_system/menu_actions/get_pizzas_by_dough_id/624241930f78dd7a2ecc899d'; took 180ms to complete
request to route: '/pos_system/menu_actions/get_pizza_by_id/6244bdc71ca68ffa977f9f5f/624241930f78dd7a2ecc899d'; took 144ms to complete
request to route: '/pos_system/menu_actions/get_pizzas_by_dough_id/624241930f78dd7a2ecc899d'; took 616ms to complete
request to route: '/pos_system/menu_actions/get_pizza_by_id/6244bdc71ca68ffa977f9f5f/624241930f78dd7a2ecc899d'; took 243ms to complete
request to route: '/pos_system/menu_actions/get_pizzas_by_dough_id/624241930f78dd7a2ecc899d'; took 167ms to complete
request to route: '/pos_system/menu_actions/get_pizza_by_id/6244bdc71ca68ffa977f9f5f/624241930f78dd7a2ecc899d'; took 140ms to complete
request to route: '/management_system/topping_actions/get_all'; took 101ms to complete
request to route: '/management_system/topping_actions/get_all'; took 111ms to complete
request to route: '/management_system/topping_actions/get_all'; took 222ms to complete
request to route: '/pos_system/menu_actions/get_sizes'; took 119ms to complete
